1,2022_01_03__172209_661,user,0,0,map_state_2022_01_03__172209_660.ini
2,2022_01_03__172209_703,user,0,0,map_state_2022_01_03__172209_702.ini
3,2022_01_03__173605_709,user,0,1,map_state_2022_01_03__173605_708.ini
4,2022_01_03__173609_713,user,0,1,map_state_2022_01_03__173609_711.ini
5,2022_01_03__173612_407,user,0,1,map_state_2022_01_03__173612_406.ini
