T2022_01_03__161246_123,user,1,/home/jun/Github/JunBot/Marvelmind/doc/marvelmind_SW/marvelmind_SW_2021_10_31/Dashboard/linux/x86/maps/map_2022_01_03__1612.ini
T2022_01_03__161246_124,user,1,/home/jun/Github/JunBot/Marvelmind/doc/marvelmind_SW/marvelmind_SW_2021_10_31/Dashboard/linux/x86/maps/map_2022_01_03__1612.ini
T2022_01_03__161246_124,user,1,/home/jun/Github/JunBot/Marvelmind/doc/marvelmind_SW/marvelmind_SW_2021_10_31/Dashboard/linux/x86/maps/map_2022_01_03__1612.ini
T2022_01_03__161251_060,user,1,/home/jun/Github/JunBot/Marvelmind/doc/marvelmind_SW/marvelmind_SW_2021_10_31/Dashboard/linux/x86/maps/map_2022_01_03__1612.ini
T2022_01_03__161318_697,user,1,/home/jun/Github/JunBot/Marvelmind/doc/marvelmind_SW/marvelmind_SW_2021_10_31/Dashboard/linux/x86/maps/map_2022_01_03__1613.ini
T2022_01_03__161354_009,user,1,/home/jun/Github/JunBot/Marvelmind/doc/marvelmind_SW/marvelmind_SW_2021_10_31/Dashboard/linux/x86/maps/map_2022_01_03__1613.ini
T2022_01_03__161415_348,user,1,/home/jun/Github/JunBot/Marvelmind/doc/marvelmind_SW/marvelmind_SW_2021_10_31/Dashboard/linux/x86/maps/map_2022_01_03__1614.ini
T2022_01_03__161455_743,user,1,/home/jun/Github/JunBot/Marvelmind/doc/marvelmind_SW/marvelmind_SW_2021_10_31/Dashboard/linux/x86/maps/map_2022_01_03__1614.ini
T2022_01_03__161602_596,user,1,/home/jun/Github/JunBot/Marvelmind/doc/marvelmind_SW/marvelmind_SW_2021_10_31/Dashboard/linux/x86/maps/map_2022_01_03__1616.ini
T2022_01_03__161608_307,user,41,18,76,24.953,0.000,0.000,0
T2022_01_03__161608_307,user,41,18,73,0.000,0.000,0.000,0
T2022_01_03__161608_659,user,1,/home/jun/Github/JunBot/Marvelmind/doc/marvelmind_SW/marvelmind_SW_2021_10_31/Dashboard/linux/x86/maps/map_2022_01_03__1616.ini
T2022_01_03__161618_407,user,41,18,76,24.953,0.000,0.000,0
T2022_01_03__161618_407,user,41,18,73,0.000,0.000,0.000,0
T2022_01_03__161628_507,user,41,18,76,24.953,0.000,0.000,0
T2022_01_03__161628_507,user,41,18,73,0.000,0.000,0.000,0
T2022_01_03__161638_607,user,41,18,76,24.953,0.000,0.000,0
T2022_01_03__161638_607,user,41,18,73,0.000,0.000,0.000,0
T2022_01_03__161648_707,user,41,18,76,24.953,0.000,0.000,0
T2022_01_03__161648_707,user,41,18,73,0.000,0.000,0.000,0
T2022_01_03__161658_810,user,41,18,76,24.953,0.000,0.000,0
T2022_01_03__161658_810,user,41,18,73,0.000,0.000,0.000,0
T2022_01_03__161708_907,user,41,18,76,24.953,0.000,0.000,0
T2022_01_03__161708_907,user,41,18,73,0.000,0.000,0.000,0
T2022_01_03__161711_348,user,1,/home/jun/Github/JunBot/Marvelmind/doc/marvelmind_SW/marvelmind_SW_2021_10_31/Dashboard/linux/x86/maps/map_2022_01_03__1617.ini
T2022_01_03__161719_007,user,41,18,76,24.953,0.000,0.000,0
T2022_01_03__161719_007,user,41,18,73,0.000,0.000,0.000,0
T2022_01_03__161729_107,user,41,18,76,24.953,0.000,0.000,0
T2022_01_03__161729_107,user,41,18,73,0.000,0.000,0.000,0
T2022_01_03__161739_207,user,41,18,76,24.953,0.000,0.000,0
T2022_01_03__161739_207,user,41,18,73,0.000,0.000,0.000,0
T2022_01_03__161749_307,user,41,18,76,24.953,0.000,0.000,0
T2022_01_03__161749_307,user,41,18,73,0.000,0.000,0.000,0
T2022_01_03__161759_407,user,41,18,76,24.953,0.000,0.000,0
T2022_01_03__161759_407,user,41,18,73,0.000,0.000,0.000,0
T2022_01_03__161759_879,user,1,/home/jun/Github/JunBot/Marvelmind/doc/marvelmind_SW/marvelmind_SW_2021_10_31/Dashboard/linux/x86/maps/map_2022_01_03__1617.ini
T2022_01_03__161933_436,user,1,/home/jun/Github/JunBot/Marvelmind/doc/marvelmind_SW/marvelmind_SW_2021_10_31/Dashboard/linux/x86/maps/map_2022_01_03__1619.ini
T2022_01_03__162020_028,user,1,/home/jun/Github/JunBot/Marvelmind/doc/marvelmind_SW/marvelmind_SW_2021_10_31/Dashboard/linux/x86/maps/map_2022_01_03__1620.ini
T2022_01_03__162846_810,user,1,/home/jun/Github/JunBot/Marvelmind/doc/marvelmind_SW/marvelmind_SW_2021_10_31/Dashboard/linux/x86/maps/map_2022_01_03__1628.ini
T2022_01_03__164730_538,user,1,/home/jun/Github/JunBot/Marvelmind/doc/marvelmind_SW/marvelmind_SW_2021_10_31/Dashboard/linux/x86/maps/map_2022_01_03__1647.ini
T2022_01_03__164753_680,user,1,/home/jun/Github/JunBot/Marvelmind/doc/marvelmind_SW/marvelmind_SW_2021_10_31/Dashboard/linux/x86/maps/map_2022_01_03__1647.ini
T2022_01_03__164756_107,user,41,18,76,-0.613,1.152,0.000,0
T2022_01_03__164756_107,user,41,18,85,1.942,0.000,0.000,0
T2022_01_03__164756_107,user,41,18,91,-0.632,1.622,0.000,0
T2022_01_03__164756_107,user,41,18,73,0.000,0.000,0.000,0
T2022_01_03__164806_207,user,41,18,76,-1.013,3.515,0.000,0
T2022_01_03__164806_207,user,41,18,85,1.243,1.493,0.000,0
T2022_01_03__164806_207,user,41,18,91,-0.620,1.493,0.000,0
T2022_01_03__164806_207,user,41,18,73,0.000,0.000,0.000,0
T2022_01_03__164816_307,user,41,18,76,-1.014,3.515,0.000,0
T2022_01_03__164816_307,user,41,18,85,1.240,1.491,0.000,0
T2022_01_03__164816_307,user,41,18,91,-0.624,1.491,0.000,0
T2022_01_03__164816_307,user,41,18,73,0.000,0.000,0.000,0
T2022_01_03__164826_407,user,41,18,76,-1.010,3.518,0.000,0
T2022_01_03__164826_407,user,41,18,85,1.237,1.492,0.000,0
T2022_01_03__164826_407,user,41,18,91,-0.626,1.492,0.000,0
T2022_01_03__164826_407,user,41,18,73,0.000,0.000,0.000,0
T2022_01_03__164836_507,user,41,18,76,-1.003,3.521,0.000,0
T2022_01_03__164836_507,user,41,18,85,1.241,1.494,0.000,0
T2022_01_03__164836_507,user,41,18,91,-0.621,1.494,0.000,0
T2022_01_03__164836_507,user,41,18,73,0.000,0.000,0.000,0
T2022_01_03__164846_607,user,41,18,76,-1.014,3.518,0.000,0
T2022_01_03__164846_607,user,41,18,85,1.239,1.492,0.000,0
T2022_01_03__164846_607,user,41,18,91,-0.623,1.492,0.000,0
T2022_01_03__164846_607,user,41,18,73,0.000,0.000,0.000,0
